,omega,omega_pred,delta_omega,M2_GDP
2022-11-01,20.745254277009607,26.93479963023872,-6.189545353229114,0.7911392405063291
2022-12-01,21.13301635161777,26.498470510039773,-5.365454158422004,0.7836990595611285
2023-01-01,22.82871357498223,26.070271746117825,-3.241558171135594,0.7763975155279503
2023-02-01,21.780135924645283,25.661548210237804,-3.8814122855925213,0.7694280584765324
2023-03-01,24.69349379465965,25.260097335138568,-0.5666035404789191,0.762582613116421
2023-04-01,24.987443495730787,24.865726722386768,0.1217167733440192,0.7558578987150416
2023-05-01,27.098374207770735,24.566218229999578,2.5321559777711578,0.7507507507507507
2023-06-01,25.499332443257675,24.27072998583236,1.228602457425314,0.7457121551081283
2023-07-01,22.9844462635949,23.979181584920703,-0.9947353213258019,0.7407407407407407
2023-08-01,22.329224743693125,23.765713713982933,-1.4364889702898083,0.7371007371007371
2023-09-01,19.37585230252806,23.5543335483844,-4.178481245856339,0.7334963325183373
2023-10-01,22.69160375200183,23.345010610674912,-0.6534068586730832,0.7299270072992701
2023-11-01,24.649897206433668,23.303390250187213,1.3465069562464542,0.7292173067574136
2023-12-01,26.871261378413525,23.26185074518372,3.6094106332298033,0.7285089849441476
2024-01-01,24.885197850512945,23.220391860277267,1.6648059902356778,0.727802037845706
2024-02-01,24.43328550932568,23.096496585934176,1.3367889233915058,0.7256894049346879
2024-03-01,25.81406052237947,22.973318505653864,2.8407420167256063,0.7235890014471781
2024-04-01,26.114019116977698,22.85085140996391,3.263167707013789,0.7215007215007215
2024-05-01,28.513115959794067,22.789882560452554,5.723233399341513,0.7204610951008646
2024-06-01,27.295457213287943,22.72908916086785,4.566368052420092,0.7194244604316548
2024-07-01,30.292260061919503,22.668470454960115,7.623789606959388,0.7183908045977012
2024-08-01,31.70663621367847,22.658384268556986,9.048251945121482,0.7182188173330142
2024-09-01,36.63881927039822,22.64830291039052,13.990516360007703,0.7180469123982767
2024-10-01,37.56734582250787,22.63822637699466,14.929119445513209,0.7178750897343862
2024-11-01,36.31752125034275,22.64830291039052,13.66921833995223,0.7180469123982767
2024-12-01,35.12700534759358,22.658384268556986,12.468621079036595,0.7182188173330142
2025-01-01,36.60325732899023,22.668470454960115,13.934786874030117,0.7183908045977012
2025-02-01,38.90573770491803,22.648302910390527,16.257434794527505,0.7180469123982768
2025-03-01,41.891132807275646,22.62815466490664,19.262978142369008,0.7177033492822966
2025-04-01,51.8253842497227,22.608025690819687,29.217358558903015,0.7173601147776184
2025-05-01,51.46925363792834,22.487655001716014,28.981598636212325,0.715307582260372
2025-06-01,48.95149364093463,22.36797116390536,26.58352247702927,0.7132667617689016
2025-07-01,45.35117979853732,22.248968315214547,23.102211483322776,0.7112375533428166
2025-08-01,51.542340204656675,22.209451026284057,29.332889178372618,0.7105637138796779
2025-09-01,57.29898749255509,22.170008545283395,35.1289789472717,0.7098911500236631
2025-10-01,61.41561635413464,22.130640659991478,39.284975694143164,0.7092198581560284
